Author	Link	identifier
Jan Ploeger	https://www.dbnl.org/auteurs/auteur.php?id=ploe012	ploe012
G.P. van Itterzon	https://www.dbnl.org/auteurs/auteur.php?id=itte002	itte002
W.C. Braat	https://www.dbnl.org/auteurs/auteur.php?id=braa019	braa019
A.J.J. de Witte	https://www.dbnl.org/auteurs/auteur.php?id=witt006	witt006
E. Pelinck	https://www.dbnl.org/auteurs/auteur.php?id=peli001	peli001
C.E. Pothast-Gimberg	https://www.dbnl.org/auteurs/auteur.php?id=poth001	poth001
Willem Schrickx	https://www.dbnl.org/auteurs/auteur.php?id=schr054	schr054
G.S. Nienaber	https://www.dbnl.org/auteurs/auteur.php?id=nien001	nien001
F.E.J. Malherbe	https://www.dbnl.org/auteurs/auteur.php?id=malh006	malh006
J.R. de Groot	https://www.dbnl.org/auteurs/auteur.php?id=groo043	groo043
J.H. van den Berg	https://www.dbnl.org/auteurs/auteur.php?id=berg097	berg097
H.A. Höweler	https://www.dbnl.org/auteurs/auteur.php?id=howe001	howe001
J.C.P. Kats	https://www.dbnl.org/auteurs/auteur.php?id=kats001	kats001
Frits Lugt	https://www.dbnl.org/auteurs/auteur.php?id=lugt006	lugt006
P.J.J. Diermanse	https://www.dbnl.org/auteurs/auteur.php?id=dier010	dier010
Willibrord Lampen	https://www.dbnl.org/auteurs/auteur.php?id=lamp006	lamp006
F. van Lennep	https://www.dbnl.org/auteurs/auteur.php?id=lenn011	lenn011
R.L. Plancke	https://www.dbnl.org/auteurs/auteur.php?id=plan013	plan013
L.J.F. Wijsenbeek	https://www.dbnl.org/auteurs/auteur.php?id=wijs009	wijs009
M.A. Beek	https://www.dbnl.org/auteurs/auteur.php?id=beek019	beek019
Max B. Teipe	https://www.dbnl.org/auteurs/auteur.php?id=teip001	teip001
Hendrik Smilde	https://www.dbnl.org/auteurs/auteur.php?id=smil002	smil002
K.Ph. Bernet Kempers	https://www.dbnl.org/auteurs/auteur.php?id=bern013	bern013
J.J.M. Timmers	https://www.dbnl.org/auteurs/auteur.php?id=timm017	timm017
I.Q. van Regteren Altena	https://www.dbnl.org/auteurs/auteur.php?id=regt008	regt008
E. Schoenmaeckers	https://www.dbnl.org/auteurs/auteur.php?id=scho121	scho121
P. Julius O.F.M. Cap.	https://www.dbnl.org/auteurs/auteur.php?id=juli002	juli002
F. Veenstra	https://www.dbnl.org/auteurs/auteur.php?id=veen025	veen025
P.J. Risseeuw	https://www.dbnl.org/auteurs/auteur.php?id=riss002	riss002
Dirk de Jong	https://www.dbnl.org/auteurs/auteur.php?id=jong012	jong012
Hans Edinga	https://www.dbnl.org/auteurs/auteur.php?id=edin002	edin002
Jo Daan	https://www.dbnl.org/auteurs/auteur.php?id=daan001	daan001
M.A.P. Meilink-Roelofsz	https://www.dbnl.org/auteurs/auteur.php?id=meil003	meil003
H.W. Meihuizen	https://www.dbnl.org/auteurs/auteur.php?id=meih001	meih001
Jean-Marie Gantois	https://www.dbnl.org/auteurs/auteur.php?id=gant001	gant001
A. Dirkzwager	https://www.dbnl.org/auteurs/auteur.php?id=dirk050	dirk050
R. Feenstra	https://www.dbnl.org/auteurs/auteur.php?id=feen006	feen006
H.Th. Oostendorp	https://www.dbnl.org/auteurs/auteur.php?id=oost007	oost007
Ina Willekes McDonald	https://www.dbnl.org/auteurs/auteur.php?id=will069	will069
H.M. Mensonides	https://www.dbnl.org/auteurs/auteur.php?id=mens011	mens011
W.A. Nolet	https://www.dbnl.org/auteurs/auteur.php?id=nole005	nole005
Annie Versprille	https://www.dbnl.org/auteurs/auteur.php?id=vers066	vers066
D.A. Tamminga	https://www.dbnl.org/auteurs/auteur.php?id=tamm001	tamm001
H. Entjes	https://www.dbnl.org/auteurs/auteur.php?id=entj001	entj001
Willem Pée	https://www.dbnl.org/auteurs/auteur.php?id=pee_003	pee_003
Th. Nieuwenhuis	https://www.dbnl.org/auteurs/auteur.php?id=nieu014	nieu014
Daam Fockema	https://www.dbnl.org/auteurs/auteur.php?id=fock012	fock012
R.A.D. Renting	https://www.dbnl.org/auteurs/auteur.php?id=rent002	rent002
J.U. Terpstra	https://www.dbnl.org/auteurs/auteur.php?id=terp008	terp008
Pieter Obbema	https://www.dbnl.org/auteurs/auteur.php?id=obbe001	obbe001
Isabella Henriëtte van Eeghen	https://www.dbnl.org/auteurs/auteur.php?id=eegh004	eegh004
Dina van Berlaer-Hellemans	https://www.dbnl.org/auteurs/auteur.php?id=berl001	berl001
Hilda van Assche	https://www.dbnl.org/auteurs/auteur.php?id=assc003	assc003
G.W. Huygens	https://www.dbnl.org/auteurs/auteur.php?id=huyg006	huyg006
L. Mosheuvel	https://www.dbnl.org/auteurs/auteur.php?id=mosh001	mosh001
H.T.J. Miedema	https://www.dbnl.org/auteurs/auteur.php?id=mied005	mied005
Herman Balthazar	https://www.dbnl.org/auteurs/auteur.php?id=balt006	balt006
J.F. Heijbroek	https://www.dbnl.org/auteurs/auteur.php?id=heij026	heij026
W.F. Lichtenauer	https://www.dbnl.org/auteurs/auteur.php?id=lich004	lich004
A.F. Mellink	https://www.dbnl.org/auteurs/auteur.php?id=mell010	mell010
S.A. Louw	https://www.dbnl.org/auteurs/auteur.php?id=louw002	louw002
F.J. Snijman	https://www.dbnl.org/auteurs/auteur.php?id=snij008	snij008
Renaat Merecy	https://www.dbnl.org/auteurs/auteur.php?id=mere001	mere001
H. Bonger	https://www.dbnl.org/auteurs/auteur.php?id=bong004	bong004
Johan van der Woude	https://www.dbnl.org/auteurs/auteur.php?id=woud007	woud007
J.A. Bornewasser	https://www.dbnl.org/auteurs/auteur.php?id=born004	born004
Horst Gerson	https://www.dbnl.org/auteurs/auteur.php?id=gers003	gers003
Walter Thys	https://www.dbnl.org/auteurs/auteur.php?id=thys001	thys001
G.A. van Riemsdijk	https://www.dbnl.org/auteurs/auteur.php?id=riem014	riem014
P. Scherft	https://www.dbnl.org/auteurs/auteur.php?id=sche049	sche049
W.J. Formsma	https://www.dbnl.org/auteurs/auteur.php?id=form001	form001
Anna Jacoba Böeseken	https://www.dbnl.org/auteurs/auteur.php?id=boes005	boes005
Ernst van Heerden	https://www.dbnl.org/auteurs/auteur.php?id=heer004	heer004
F.A. Holleman	https://www.dbnl.org/auteurs/auteur.php?id=holl017	holl017
Clasina Isings	https://www.dbnl.org/auteurs/auteur.php?id=isin004	isin004
Jan Cartens	https://www.dbnl.org/auteurs/auteur.php?id=cart003	cart003
Tjaard W.R. de Haan	https://www.dbnl.org/auteurs/auteur.php?id=haan022	haan022
Kamiel Cooremans	https://www.dbnl.org/auteurs/auteur.php?id=coor008	coor008
A. Ampe	https://www.dbnl.org/auteurs/auteur.php?id=ampe001	ampe001
H.J. Prakke	https://www.dbnl.org/auteurs/auteur.php?id=prak001	prak001
Adriaan Verhulst	https://www.dbnl.org/auteurs/auteur.php?id=verh053	verh053
B.A. Sijes	https://www.dbnl.org/auteurs/auteur.php?id=sije001	sije001
Bernard Kemp	https://www.dbnl.org/auteurs/auteur.php?id=kemp002	kemp002
Inez van Dullemen	https://www.dbnl.org/auteurs/auteur.php?id=dull003	dull003
A. van Elslander	https://www.dbnl.org/auteurs/auteur.php?id=elsl002	elsl002
J.Th. de Smidt	https://www.dbnl.org/auteurs/auteur.php?id=smid008	smid008
S.B.J. Zilverberg	https://www.dbnl.org/auteurs/auteur.php?id=zilv001	zilv001
T.T. Cloete	https://www.dbnl.org/auteurs/auteur.php?id=cloe003	cloe003
D. Nauta	https://www.dbnl.org/auteurs/auteur.php?id=naut007	naut007
H. Berkhof	https://www.dbnl.org/auteurs/auteur.php?id=berk023	berk023
P. Spigt	https://www.dbnl.org/auteurs/auteur.php?id=spig001	spig001
Harm Tjalling Waterbolk	https://www.dbnl.org/auteurs/auteur.php?id=wate021	wate021
Gerda van Woudenberg	https://www.dbnl.org/auteurs/auteur.php?id=woud011	woud011
W.P. Blockmans	https://www.dbnl.org/auteurs/auteur.php?id=bloc010	bloc010
Frans van Isacker	https://www.dbnl.org/auteurs/auteur.php?id=isac001	isac001
F.R.J. Knetsch	https://www.dbnl.org/auteurs/auteur.php?id=knet001	knet001
R.L.J. Bromberg	https://www.dbnl.org/auteurs/auteur.php?id=brom003	brom003
Sjeng Tans	https://www.dbnl.org/auteurs/auteur.php?id=tans001	tans001
R. Breugelmans	https://www.dbnl.org/auteurs/auteur.php?id=breu003	breu003
Margreet Bruijn	https://www.dbnl.org/auteurs/auteur.php?id=brui005	brui005
Lyckle de Vries	https://www.dbnl.org/auteurs/auteur.php?id=vrie041	vrie041
J.W. Oerlemans	https://www.dbnl.org/auteurs/auteur.php?id=oerl002	oerl002
Antonie Maria Luyendijk-Elshout	https://www.dbnl.org/auteurs/auteur.php?id=luye001	luye001
W.G. Noordegraaf	https://www.dbnl.org/auteurs/auteur.php?id=noor039	noor039
Jan den Tex	https://www.dbnl.org/auteurs/auteur.php?id=tex_003	tex_003
S.P. Wolfs	https://www.dbnl.org/auteurs/auteur.php?id=wolf028	wolf028
N. Cramer	https://www.dbnl.org/auteurs/auteur.php?id=cram012	cram012
H.A. Wage	https://www.dbnl.org/auteurs/auteur.php?id=wage001	wage001
W.A. Ornée	https://www.dbnl.org/auteurs/auteur.php?id=orne001	orne001
Helen A. van den Berg-Noë	https://www.dbnl.org/auteurs/auteur.php?id=berg098	berg098
H. Hoetink	https://www.dbnl.org/auteurs/auteur.php?id=hoet004	hoet004
Johan Somerwil	https://www.dbnl.org/auteurs/auteur.php?id=some011	some011
Chris Leeflang	https://www.dbnl.org/auteurs/auteur.php?id=leef001	leef001
José de Mûelenaere	https://www.dbnl.org/auteurs/auteur.php?id=muel001	muel001
Oscar de Wit	https://www.dbnl.org/auteurs/auteur.php?id=wit_011	wit_011
H.K. s' Jacob	https://www.dbnl.org/auteurs/auteur.php?id=jaco043	jaco043
Kåre Langvik-Johannessen	https://www.dbnl.org/auteurs/auteur.php?id=lang033	lang033
E.J. van den Broecke-de Man	https://www.dbnl.org/auteurs/auteur.php?id=broe010	broe010
Annie Femmina Dekker	https://www.dbnl.org/auteurs/auteur.php?id=dekk019	dekk019
A. Gruijs	https://www.dbnl.org/auteurs/auteur.php?id=grui001	grui001
P.J. Koets	https://www.dbnl.org/auteurs/auteur.php?id=koet006	koet006
Klaas de Vries	https://www.dbnl.org/auteurs/auteur.php?id=vrie094	vrie094
P.P.J. van Caspel	https://www.dbnl.org/auteurs/auteur.php?id=casp004	casp004
W.J. van Hoboken	https://www.dbnl.org/auteurs/auteur.php?id=hobo001	hobo001
Johan Ballegeer	https://www.dbnl.org/auteurs/auteur.php?id=ball005	ball005
J.G. Bruggeman	https://www.dbnl.org/auteurs/auteur.php?id=brug034	brug034
Elisabeth Keesing	https://www.dbnl.org/auteurs/auteur.php?id=kees001	kees001
Caroline Rehorst-de Westenholz	https://www.dbnl.org/auteurs/auteur.php?id=reho001	reho001
A.Th. van Deursen	https://www.dbnl.org/auteurs/auteur.php?id=deur002	deur002
Nop Maas	https://www.dbnl.org/auteurs/auteur.php?id=maas008	maas008
Rob Tempelaars	https://www.dbnl.org/auteurs/auteur.php?id=temp003	temp003
P. J. van Leeuwen	https://www.dbnl.org/auteurs/auteur.php?id=leeu022	leeu022
C. Pama	https://www.dbnl.org/auteurs/auteur.php?id=pama002	pama002
Jan J. van Herpen	https://www.dbnl.org/auteurs/auteur.php?id=herp003	herp003
Klaas Iwema	https://www.dbnl.org/auteurs/auteur.php?id=iwem001	iwem001
Willem de Blécourt	https://www.dbnl.org/auteurs/auteur.php?id=blec002	blec002
C.C. de Bruin	https://www.dbnl.org/auteurs/auteur.php?id=brui007	brui007
Ineke Bulte	https://www.dbnl.org/auteurs/auteur.php?id=bult003	bult003
S.L. Verheus	https://www.dbnl.org/auteurs/auteur.php?id=verh073	verh073
F. van der Rhee	https://www.dbnl.org/auteurs/auteur.php?id=rhee002	rhee002
Hendrik van Dijk	https://www.dbnl.org/auteurs/auteur.php?id=dijk040	dijk040
F.C. Fensham	https://www.dbnl.org/auteurs/auteur.php?id=fens002	fens002
J.J. Huizinga	https://www.dbnl.org/auteurs/auteur.php?id=huiz009	huiz009
Gerrit Jan Zwier	https://www.dbnl.org/auteurs/auteur.php?id=zwie001	zwie001
Marita Mathijsen	https://www.dbnl.org/auteurs/auteur.php?id=math004	math004
Frank Ligtvoet	https://www.dbnl.org/auteurs/auteur.php?id=ligt003	ligt003
M. Stapert-Eggen	https://www.dbnl.org/auteurs/auteur.php?id=stap004	stap004
L. Strengholt	https://www.dbnl.org/auteurs/auteur.php?id=stre006	stre006
Majorie Bottenheim	https://www.dbnl.org/auteurs/auteur.php?id=bott007	bott007
Ares Koopman	https://www.dbnl.org/auteurs/auteur.php?id=koop002	koop002
Dick E.H. de Boer	https://www.dbnl.org/auteurs/auteur.php?id=boer053	boer053
P.P.V. van Moorsel	https://www.dbnl.org/auteurs/auteur.php?id=moor026	moor026
Hans Werkman	https://www.dbnl.org/auteurs/auteur.php?id=werk005	werk005
Benno Barnard	https://www.dbnl.org/auteurs/auteur.php?id=barn001	barn001
Gerard J. Hooykaas	https://www.dbnl.org/auteurs/auteur.php?id=hooy008	hooy008
Jos Steegstra	https://www.dbnl.org/auteurs/auteur.php?id=stee002	stee002
A.E. Kersten	https://www.dbnl.org/auteurs/auteur.php?id=kers014	kers014
Ada Deprez	https://www.dbnl.org/auteurs/auteur.php?id=depr004	depr004
J.E. Bogaers	https://www.dbnl.org/auteurs/auteur.php?id=boga033	boga033
E.P. de Booy	https://www.dbnl.org/auteurs/auteur.php?id=booy003	booy003
Hans Reeser	https://www.dbnl.org/auteurs/auteur.php?id=rees005	rees005
Mieke van Leeuwen-Canneman	https://www.dbnl.org/auteurs/auteur.php?id=leeu042	leeu042
Anne Wadman	https://www.dbnl.org/auteurs/auteur.php?id=wadm001	wadm001
N. de Paepe	https://www.dbnl.org/auteurs/auteur.php?id=paep001	paep001
Wim Vermeer	https://www.dbnl.org/auteurs/auteur.php?id=verm006	verm006
A. Leyns	https://www.dbnl.org/auteurs/auteur.php?id=leyn006	leyn006
Maxim P.A.M. Kerkhof	https://www.dbnl.org/auteurs/auteur.php?id=kerk012	kerk012
Rogi Wieg	https://www.dbnl.org/auteurs/auteur.php?id=wieg001	wieg001
F.P. van Oostrom	https://www.dbnl.org/auteurs/auteur.php?id=oost033	oost033
L.J. de Ruiter	https://www.dbnl.org/auteurs/auteur.php?id=ruit012	ruit012
R.H. Pheiffer	https://www.dbnl.org/auteurs/auteur.php?id=phei001	phei001
V.F. Vanacker	https://www.dbnl.org/auteurs/auteur.php?id=vana001	vana001
Gerrit Valk	https://www.dbnl.org/auteurs/auteur.php?id=valk025	valk025
F. van Elmbt	https://www.dbnl.org/auteurs/auteur.php?id=elmb001	elmb001
Jan Brokken	https://www.dbnl.org/auteurs/auteur.php?id=brok002	brok002
Willem Frijhoff	https://www.dbnl.org/auteurs/auteur.php?id=frij005	frij005
J. Roelevink	https://www.dbnl.org/auteurs/auteur.php?id=roel029	roel029
A.J.M. Linmans	https://www.dbnl.org/auteurs/auteur.php?id=linm001	linm001
F.A. Brekelmans	https://www.dbnl.org/auteurs/auteur.php?id=brek003	brek003
Mart Janssonius	https://www.dbnl.org/auteurs/auteur.php?id=jans069	jans069
Willem Wilmink	https://www.dbnl.org/auteurs/auteur.php?id=wilm003	wilm003
Wim de Bie	https://www.dbnl.org/auteurs/auteur.php?id=bie_003	bie_003
Peter J.A. Nissen	https://www.dbnl.org/auteurs/auteur.php?id=niss004	niss004
J.J.M. van Gent	https://www.dbnl.org/auteurs/auteur.php?id=gent005	gent005
Hanna Blok	https://www.dbnl.org/auteurs/auteur.php?id=blok015	blok015
J.C. Bedaux	https://www.dbnl.org/auteurs/auteur.php?id=beda001	beda001
Willem G. van Maanen	https://www.dbnl.org/auteurs/auteur.php?id=maan003	maan003
M.G. Buist	https://www.dbnl.org/auteurs/auteur.php?id=buis007	buis007
Johanna J.M. Meijers	https://www.dbnl.org/auteurs/auteur.php?id=meij046	meij046
W.R.H. Koops	https://www.dbnl.org/auteurs/auteur.php?id=koop022	koop022
Gé Vaartjes	https://www.dbnl.org/auteurs/auteur.php?id=vaar001	vaar001
Ph.H. Breuker	https://www.dbnl.org/auteurs/auteur.php?id=breu006	breu006
S.N. Bakker	https://www.dbnl.org/auteurs/auteur.php?id=bakk033	bakk033
M.C.A. van der Heijden	https://www.dbnl.org/auteurs/auteur.php?id=heij005	heij005
Joop van den Berg	https://www.dbnl.org/auteurs/auteur.php?id=berg013	berg013
P.B.M. Blaas	https://www.dbnl.org/auteurs/auteur.php?id=blaa002	blaa002
Edwin Rabbie	https://www.dbnl.org/auteurs/auteur.php?id=rabb001	rabb001
Peter van Beek	https://www.dbnl.org/auteurs/auteur.php?id=beek020	beek020
Wilhelmina Christina Pieterse	https://www.dbnl.org/auteurs/auteur.php?id=piet014	piet014
S. Groenveld	https://www.dbnl.org/auteurs/auteur.php?id=groe026	groe026
Wolther Kassies	https://www.dbnl.org/auteurs/auteur.php?id=kass001	kass001
Ton Harmsen	https://www.dbnl.org/auteurs/auteur.php?id=harm005	harm005
Lieve Joris	https://www.dbnl.org/auteurs/auteur.php?id=jori002	jori002
N.F. Streekstra	https://www.dbnl.org/auteurs/auteur.php?id=stre002	stre002
Jaap de Moor	https://www.dbnl.org/auteurs/auteur.php?id=moor027	moor027
J. Trapman	https://www.dbnl.org/auteurs/auteur.php?id=trap009	trap009
C.G. Santing	https://www.dbnl.org/auteurs/auteur.php?id=sant017	sant017
G.H.M. Posthumus Meyjes	https://www.dbnl.org/auteurs/auteur.php?id=post030	post030
Ingrid Moerman	https://www.dbnl.org/auteurs/auteur.php?id=moer020	moer020
J. Gerritsen	https://www.dbnl.org/auteurs/auteur.php?id=gerr015	gerr015
Frans Claes	https://www.dbnl.org/auteurs/auteur.php?id=clae005	clae005
H.J.M. Nellen	https://www.dbnl.org/auteurs/auteur.php?id=nell001	nell001
Kees de Bakker	https://www.dbnl.org/auteurs/auteur.php?id=bakk031	bakk031
Auke Jelsma	https://www.dbnl.org/auteurs/auteur.php?id=jels002	jels002
K.J. Bostoen	https://www.dbnl.org/auteurs/auteur.php?id=bost002	bost002
C. Augustijn	https://www.dbnl.org/auteurs/auteur.php?id=augu004	augu004
A. de Groot	https://www.dbnl.org/auteurs/auteur.php?id=groo045	groo045
Marijke Meijer Drees	https://www.dbnl.org/auteurs/auteur.php?id=meij033	meij033
B.P.M. Dongelmans	https://www.dbnl.org/auteurs/auteur.php?id=dong001	dong001
Jan-Wouter Zwart	https://www.dbnl.org/auteurs/auteur.php?id=zwar005	zwar005
Ernestine van der Wall	https://www.dbnl.org/auteurs/auteur.php?id=wall017	wall017
G.R. Zondergeld	https://www.dbnl.org/auteurs/auteur.php?id=zond005	zond005
A.E.M. Janssen	https://www.dbnl.org/auteurs/auteur.php?id=jans241	jans241
Diederik Grit	https://www.dbnl.org/auteurs/auteur.php?id=grit001	grit001
Jeanne Roos	https://www.dbnl.org/auteurs/auteur.php?id=roos022	roos022
Wim J. Simons	https://www.dbnl.org/auteurs/auteur.php?id=simo020	simo020
Bart Jan Spruyt	https://www.dbnl.org/auteurs/auteur.php?id=spru006	spru006
E.P. Meijering	https://www.dbnl.org/auteurs/auteur.php?id=meij047	meij047
Theo Verbeek	https://www.dbnl.org/auteurs/auteur.php?id=verb060	verb060
A.M.L. van Wieringen	https://www.dbnl.org/auteurs/auteur.php?id=wier028	wier028
G.W.B. Borrie	https://www.dbnl.org/auteurs/auteur.php?id=borr013	borr013
R.C.J. van Maanen	https://www.dbnl.org/auteurs/auteur.php?id=maan009	maan009
Geert Mak	https://www.dbnl.org/auteurs/auteur.php?id=mak_004	mak_004
Otto S. Lankhorst	https://www.dbnl.org/auteurs/auteur.php?id=lank003	lank003
Rob van de Schoor	https://www.dbnl.org/auteurs/auteur.php?id=scho125	scho125
A.D.A. Monna	https://www.dbnl.org/auteurs/auteur.php?id=monn003	monn003
J. de Groot	https://www.dbnl.org/auteurs/auteur.php?id=groo012	groo012
Ann Van Sevenant	https://www.dbnl.org/auteurs/auteur.php?id=seve018	seve018
P.J. Verkruijsse	https://www.dbnl.org/auteurs/auteur.php?id=verk005	verk005
Eric M. Moormann	https://www.dbnl.org/auteurs/auteur.php?id=moor028	moor028
Joan Hemels	https://www.dbnl.org/auteurs/auteur.php?id=heme014	heme014
J.T. Bremer	https://www.dbnl.org/auteurs/auteur.php?id=brem019	brem019
Marten Toonder	https://www.dbnl.org/auteurs/auteur.php?id=toon003	toon003
Robert Lemm	https://www.dbnl.org/auteurs/auteur.php?id=lemm009	lemm009
Arthur Japin	https://www.dbnl.org/auteurs/auteur.php?id=japi002	japi002
Siegfried Huigen	https://www.dbnl.org/auteurs/auteur.php?id=huig002	huig002
Arie-Jan Gelderblom	https://www.dbnl.org/auteurs/auteur.php?id=geld008	geld008
Cees Fasseur	https://www.dbnl.org/auteurs/auteur.php?id=fass001	fass001
C. Moeyaert	https://www.dbnl.org/auteurs/auteur.php?id=moey002	moey002
Marcus de Schepper	https://www.dbnl.org/auteurs/auteur.php?id=sche103	sche103
Th.M. van Leeuwen	https://www.dbnl.org/auteurs/auteur.php?id=leeu044	leeu044
A. Maljaars	https://www.dbnl.org/auteurs/auteur.php?id=malj001	malj001
Fred van Leeuwen	https://www.dbnl.org/auteurs/auteur.php?id=leeu045	leeu045
Robert van Amerongen	https://www.dbnl.org/auteurs/auteur.php?id=amer008	amer008
Els Stronks	https://www.dbnl.org/auteurs/auteur.php?id=stro009	stro009
Sal Tas	https://www.dbnl.org/auteurs/auteur.php?id=tas_002	tas_002
Johan Valkhoff	https://www.dbnl.org/auteurs/auteur.php?id=valk088	valk088
J.P.B. Josselin de Jong	https://www.dbnl.org/auteurs/auteur.php?id=joss006	joss006
Joseph Campbell	https://www.dbnl.org/auteurs/auteur.php?id=camp121	camp121
Louk E. Roest Crollius-van Doorn	https://www.dbnl.org/auteurs/auteur.php?id=roes042	roes042
Tjoe-Som Tjan	https://www.dbnl.org/auteurs/auteur.php?id=tjan001	tjan001
W. Cahn	https://www.dbnl.org/auteurs/auteur.php?id=cahn003	cahn003
E. Lopes Cardozo	https://www.dbnl.org/auteurs/auteur.php?id=lope017	lope017
S. Mok	https://www.dbnl.org/auteurs/auteur.php?id=mok_005	mok_005
R. Hoetink	https://www.dbnl.org/auteurs/auteur.php?id=hoet023	hoet023
A.J.W. Kaas	https://www.dbnl.org/auteurs/auteur.php?id=kaas007	kaas007
J.C. van Broekhuizen	https://www.dbnl.org/auteurs/auteur.php?id=broe264	broe264
M. Coutinho	https://www.dbnl.org/auteurs/auteur.php?id=cout010	cout010
Hannah van Wieringen	https://www.dbnl.org/auteurs/auteur.php?id=wier040	wier040
G.H. Slotemaker de Bruine	https://www.dbnl.org/auteurs/auteur.php?id=slot031	slot031
Dirk Jorritsma	https://www.dbnl.org/auteurs/auteur.php?id=jorr001	jorr001
