identifier	birthCountry_json	deathCountry_json
verr006	België (Wallonië)	Frankrijk
verr007	België (Wallonië)	België (Wallonië)
verr009	Nederland	
verr014	Nederland	Nederland
verr015		Nederland
verr037		
vers003	België (Wallonië)	Oostenrijk
vers010	België (Wallonië)	België (Wallonië)
vers019	Nederland	
vers026	Nederland	Nederland
vers032	Nederland	
vers034	Nederland	
vers035	Nederland	
vers043	België (Wallonië)	
vers050		
vers066	Nederland	Nederland
vers069		
vers070		
vers071		
vers072		
vers073		
vers077		
vers079	Nederland	Nederland
vers081		
vers082		
vers159		
vers165		
vers166		
vers169		
vers217		
vers218		
vers270	België (Wallonië)	
vert003	België (Wallonië)	België (Wallonië)
vert008		
verv001		
verv012	België (Wallonië)	
verv024	België (Wallonië)	
verv041	Nederland	Nederland
verv051		
verv060		
verv069		
verw008	Nederland	Nederland
verw009	Nederland	Nederland
verw011	Nederland	Nederland
verw022		
verw042		
verw056		
verw072		
verz012	Nederland	Nederland
vess005		
vest002	Nederland	Nederland
veth001	Nederland	Nederland
veth002	Nederland	Nederland
veth003	Nederland	Nederland
veth004	Nederland	Nederland
vett002		
vet_001	Nederland	
vet_002	Nederland	
vet_003		
vet_013		
veur001		
veur002		
vian001	Suriname	Suriname
viei002		
vier025		
vies002	Nederland	Duitsland
viet005		
vieu001		
vige004		
vign006		
viha001		
vijv001	Nederland	Nederland
vijv004		
vijv007		
vijv012		
vill003		
vill006	Frankrijk	
vill012		
vinc012		
vinc013	België (Wallonië)	België (Wallonië)
vinc015	Nederland	Nederland
vinc050		
vind001		
vink001		
vink008	Nederland	Nederland
vink010	Nederland	Nederland
vint002		
viol001	Nederland	Nederland
viol002		
viol004	Frankrijk	Verenigde Staten
vior001	Verenigde Staten	
viot001	Nederland	
viot002	Nederland	Nederland
viru001	Nederland	
viss009	België (Wallonië)	
viss012	Nederland	Nederland
viss015		
viss019	Nederland	
viss036	Nederland	
viss037	Nederland	
viss038		
viss040	Nederland	Nederland
viss050		
viss055	Nederland	
viss057		
viss058	Nederland	Nederland
viss061	Nederland	Nederland
viss063		
viss065		
viss070	België (Wallonië)	
viss074		
viss131	Nederland	Nederland
viss141		
viss154		
viss172		
viss228		
viss233		
viss234		
vis_001	Nederland	Nederland
vis_013		
vlam005	België (Wallonië)	
vlam010		
vlam028		
vlas002		
vlee010	België (Wallonië)	Zuid-Afrika
vlee016	België (Wallonië)	Zuid-Afrika
vlek001	Nederland	Nederland
vlek002		
vlek004		
vlem001	Nederland	Nederland
vler004	België (Wallonië)	België (Wallonië)
vlet003	Nederland	Nederland
vlet005		
vleu001	Nederland	Nederland
vleu002	Nederland	
vleu006		
vlie008	België (Wallonië)	België (Wallonië)
vlie012	Nederland	
vlie017	België (Wallonië)	België (Wallonië)
vlie022	België (Wallonië)	België (Wallonië)
vlie037		
vlis008		
vloe006		
vlot002	Nederland	Nederland
vlot018		
vlug002	Nederland	Nederland
voch001		
voch004		
voer009		
voet005	Nederland	Nederland
voet031		Nederland
voet032	België (Wallonië)	
voge006	Nederland	
voge008	Nederland	Nederland
voge009	België (Wallonië)	
voge011	Nederland	
voge018		
voge019		
voge023		
voge026		
voge073		Duitsland
vogh001	België (Wallonië)	België (Wallonië)
vois002		
volc009		
vold001	België (Wallonië)	België (Wallonië)
volk018		
voll004	Nederland	Nederland
voll011	Nederland	Nederland
voll012		
voll014	Nederland	Nederland
voll015	Nederland	Nederland
voll036		
vonc001	België (Wallonië)	
vonc002		
vond011		
voog006		
voog023		
voor002	België (Wallonië)	België (Wallonië)
voor004		
voor007	Indonesië	Frankrijk
voor032		
voor041		
voor087		
voor141		
vooy001	Nederland	Nederland
vooy002	Nederland	Nederland
vosm001	Nederland	Frankrijk
vosm012		
voss011	België (Wallonië)	België (Wallonië)
vost002	Nederland	Nederland
vos_005	Nederland	Nederland
vos_006		
vos_012	Nederland	Nederland
vos_014	Nederland	
vos_021	Nederland	
vos_028		
vos_029		
vos_043		
vos_044		
vos_045	Nederland	Nederland
vos_049		
vos_056	Nederland	Nederland
vos_057	België (Wallonië)	België (Wallonië)
vos_058	Nederland	Nederland
vos_063	België (Wallonië)	
vos_068	Nederland	
vos_069		
vos_072		
vos_073	Nederland	
vos_074		
vos_082		
vos_089	Nederland	Nederland
vos_149		
vos_171		
vos_174	België (Wallonië)	
vos_211		
vout004	Nederland	Nederland
vrec003	Nederland	Nederland
vred001	Suriname	Suriname
vred037		
vree001	België (Wallonië)	België (Wallonië)
vree002	België (Wallonië)	België (Wallonië)
vree004	Indonesië	Nederland
vree007	België (Wallonië)	Nederland
vree009	Nederland	Nederland
vree012	Nederland	Nederland
vree015		
vree024		
vree039		
vrei001	Nederland	Nederland
vreu002	Nederland	Nederland
vreu008		
vreu010		
vria001	België (Wallonië)	België (Wallonië)
vrie005	België (Wallonië)	
vrie008	Nederland	
vrie011	Nederland	Nederland
vrie019		
vrie024	Nederland	Nederland
vrie028	Nederland	Nederland
vrie031	Nederland	Nederland
vrie034	Nederland	
vrie041		
vrie042	Nederland	Nederland
vrie045		
vrie048		
vrie049	Nederland	Nederland
vrie056	Nederland	Nederland
vrie060	Nederland	Nederland
vrie071	Nederland	Nederland
vrie073	Nederland	Nederland
vrie077	Nederland	
vrie079		
vrie089		
vrie090		
vrie092	Nederland	Nederland
vrie094	Nederland	Nederland
vrie095	Nederland	Nederland
vrie098	Nederland	
vrie101	Nederland	Nederland
vrie106	Nederland	Nederland
vrie107		
vrie110		
vrie159	Nederland	Nederland
vrie161		
vrie165	België (Wallonië)	België (Wallonië)
vrie167		
vrie172		
vrie177	Nederland	
vrie208		
vrie222		
vrie246	Nederland	
vrie248		
vrie283	Duitsland	Duitsland
vrie316		
vrie332		
vrij007	Nederland	Nederland
vrij009	Nederland	Nederland
vroe001	België (Wallonië)	België (Wallonië)
vroe006		
vrol001	Nederland	
vrol015	Nederland	
vrom001	Nederland	Verenigde Staten
vroo008	Nederland	
vroo014		
vroo027		
vroo029		
vugs001		
vurt001		
vuyk001	Nederland	Nederland
vuyk003		
vuys008		
vyld002		
vync003	België (Wallonië)	Congo-Kinshasa
waag001		
waal006	Nederland	Nederland
waal008	Nederland	Nederland
waal009	Nederland	Nederland
waal012	Nederland	Nederland
waal015		
waal016	Nederland	Nederland
waal018	Nederland	Nederland
waal019		
waal021		
waal040		
waal042		
waal043		
waal044		
waal057		
waar002	Nederland	
waar003		
waar004	Nederland	Nederland
waar012		
waar018		
waas003		
wach003		
wach004		
wach005	België (Wallonië)	
wach025		
wach026		
wack001	Nederland	
wack005		
wadm001	Nederland	Nederland
wael031		
waer003		
waer012		
waey003	België (Wallonië)	België (Wallonië)
wage001	Nederland	Nederland
wage014	Nederland	Nederland
wage016		
wage017		
wage018		
wage035		
wage036		
wage047		
wagn010		
walc001	Nederland	Nederland
walc006	Saint Lucia	Saint Lucia
wale011		
walg002	België (Wallonië)	België (Wallonië)
walg010		
walk005		
wall006	Nederland	Nederland
wall009		
wall010	Nederland	Nederland
wall017	Nederland	
wall022		
wall024	Nederland	Nederland
wall069	Verenigde Staten	
wall084	België (Wallonië)	België (Wallonië)
walr004		
walr007	België (Wallonië)	België (Wallonië)
walr011	Nederland	Nederland
walr031		
wals001		
wals002		
wals003	België (Wallonië)	
wals004	België (Wallonië)	België (Wallonië)
wals013		
wals031		
wal_003		
wal_005	Nederland	Nederland
wal_006	Nederland	
wal_008	Nederland	Nederland
wal_010	Nederland	Nederland
wal_011	Nederland	Nederland
wang003		
wape001	Nederland	
ward013		
ware009		
warm002	Nederland	Nederland
warm009	Nederland	Nederland
warm011		
warn003	Nederland	
warn007	Nederland	
warn010	Nederland	Nederland
warn022	Polen	Polen
warr002	Nederland	Nederland
warr005		
wart002		
wart006		
wasc001	Nederland	Nederland
wask001	Nederland	Nederland
wass003		
wass014		
wass111		
wasz001		
was_001		
wate005		
wate013	België (Wallonië)	
wate020	Nederland	Nederland
wate021	Nederland	
wate040		
watt002	België (Wallonië)	België (Wallonië)
waut003	België (Wallonië)	België (Wallonië)
waut005		
wave001	Nederland	
wave002		
wave003		
webs002		
weck004		
weck005		
weel001	Nederland	
weel004		
weem007		
weer002	België (Wallonië)	België (Wallonië)
weer003		
weer006	Nederland	
weer007		
weer008	België (Wallonië)	België (Wallonië)
weer034		
weer043		
weev001	Nederland	Groot-Brittannië (en Noord-Ierland)
wee_006		
wege001		
wegg003		
wegh004		
weib001	Polen	
weid003		
weid011		
weig001	Duitsland	Zuid-Afrika
weij005	Nederland	Nederland
weij006	Nederland	
weij008	Nederland	Nederland
weij012		
weij013		
weil017		
wein003		
weis001	België (Wallonië)	
weis006	Nederland	Nederland
weis016		
weis017	Nederland	Nederland
weit004		
weiz001		
wekk002	Suriname	Nederland
wela002		
welc002		
weld001	Nederland	
weld008		
well001		
well008		
well010		
well038	Nederland	Nederland
well050	Noorwegen	
well052	België (Wallonië)	
wels004		
welv002		
wely001		
wel_002		
weng001	Nederland	Nederland
wens001		
wens003		
went002	Nederland	
went003		
went009		
went012		
went015		
weor001	Hongarije	Hongarije
werf011		
werf018	Nederland	Nederland
werf019	Tsjechië	Verenigde Staten
weri001	Nederland	
werk002	Nederland	België (Wallonië)
werk005	Nederland	
werk006		
werk014		
werk015		
wern003	Suriname	
wert002	Nederland	Nederland
wert003	Nederland	Nederland
wert005	Rusland	
weru001	Nederland	Nederland
weru002	Nederland	Nederland
wess002		
wess005		
wess008	Nederland	Nederland
wess012		
wess013	Nederland	Nederland
wess034		
wess035		
wess066		
west002		
west007	Nederland	Nederland
west013	Nederland	
west021	België (Wallonië)	
west038	Nederland	Nederland
west039		
west041		
west042		
west067		
west068		
west069		
west071		
west072		
west102		
west121		
west127	Nederland	
west157	Nederland	Nederland
west158		
west160	Nederland	
west161		
west183		
west191		
west205		
wes_001		
weus003		
weve004	België (Wallonië)	België (Wallonië)
weve010		
weye001	Nederland	Nederland
weyl002		
weyt001	België (Wallonië)	België (Wallonië)
wey_001		
wiar011		
wiba001	Nederland	Nederland
wich002	Nederland	Nederland
wich006		
wich007	Duitsland	Duitsland
wich052		
wick002		
widd002		
wide002		
wiec001	Polen	Zwitserland
wied001	Nederland	Nederland
wieg001	Nederland	Nederland
wieg004	Nederland	België (Wallonië)
wiel001		
wiel008	Duitsland	Nederland
wiel011		
wiel056		
wien002	Nederland	
wier009		
wier015	Nederland	Nederland
wier025	Nederland	Nederland
wier026	Nederland	Nederland
wier028		
wier032		
wier040	Nederland	
wier048		
wier062		
wier084	Oekraïne	Groot-Brittannië (en Noord-Ierland)
wier086		
wies001	Nederland	Nederland
wijc004	Nederland	
wijc034		
wijd001		
wije004	België (Wallonië)	
wije011		
wijg001	België (Wallonië)	België (Wallonië)
wijk002	Nederland	Nederland
wijk008		
wijk015	Nederland	Nederland
wijk032		
wijn011	Nederland	
wijn017	Nederland	Nederland
wijn018	België (Wallonië)	
wijn021		
wijn024		
wijn029	Nederland	Nederland
wijn039		
wijn040		
wijn043	Nederland	Nederland
wijs009		
wijs010		
wijs012		
wijz001		
wilc001		
wild004	België (Wallonië)	België (Wallonië)
wild005		
wild009	België (Wallonië)	
wild012	België (Wallonië)	België (Wallonië)
wild017		
wild087		
wild099		
wild106		
wilk003	Nederland	Nederland
wilk004	Indonesië	Nederland
will001	België (Wallonië)	
will004		
will006	Nederland	Nederland
will008		België (Wallonië)
will026		
will027		
will028	België (Wallonië)	België (Wallonië)
will034		
will035	Nederland	Nederland
will042	België (Wallonië)	
will044		
will048	Nederland	Nederland
will069	Nederland	Nederland
will070		
will078		
will201	Verenigde Staten	Verenigde Staten
will229	Nederland	Nederland
will247		
will250		
will256		
wilm001	Nederland	Nederland
wilm003	Nederland	Nederland
wilm012	België (Wallonië)	
wilm022		
wils002	België (Wallonië)	België (Wallonië)
wils010		
wils015	Nederland	
wils023		
wils025	Zuid-Afrika	
wils030		
wils033	België (Wallonië)	België (Wallonië)
wils034	Verenigde Staten	
wilt001		
wind011		
wind015		
wind017		
wing004		
wing016		
wink002	Nederland	Nederland
wink003	Nederland	Nederland
wink005	Nederland	Nederland
wink007	Nederland	
wink008	Nederland	Nederland
wink009	Nederland	Nederland
wink010	Nederland	Nederland
wink011	Nederland	
wink014	Nederland	Nederland
wink016		
wink017		
wink038	Oostenrijk	
wint004	België (Wallonië)	België (Wallonië)
wint006		
wint010	Nederland	Nederland
wint021	Nederland	Nederland
wint057		
wint064		
wint075		
win_005	Myanmar	Myanmar
wirt001	Nederland	
wirt002		
wise002	Nederland	
wisp002	België (Wallonië)	
wiss014		
with019		
witk006		
wits003	Nederland	Nederland
wits007	Nederland	Nederland
wits020		
wits037		
witt001	Nederland	Nederland
witt006	Nederland	Nederland
witt008	Nederland	
witt028	Nederland	Nederland
witt029	Nederland	
witt037		
witt175		
witt177	Wit-Rusland	Verenigde Staten
witv002	Nederland	
wit_001	Indonesië	Nederland
wit_005		
wit_006	Nederland	Nederland
wit_007	Nederland	Nederland
wit_009		
wit_011	Indonesië	
wit_033	Nederland	Zwitserland
woel002	Nederland	Nederland
woer004	Verenigde Staten	
woer012		
woes002	België (Wallonië)	België (Wallonië)
woes003		
woes005	België (Wallonië)	
woes013	Nederland	
woe_001	China	
wolf004	Nederland	Nederland
wolf012		
wolf023		
wolf027	Nederland	
wolf028		
wolf031	Nederland	
wolf063	Duitsland	Nederland
wolf065		
wolf069	België (Wallonië)	
wolf083		
wolf097		
wolf102		
wolf114		
woli001		
wolk001	Nederland	
wolk003	Nederland	Nederland
wols011		
wolt005	Nederland	Duitsland
wolt008		
wolt012		
wolt013	Nederland	Nederland
wolt014		
wolt018	Nederland	Nederland
wolt033		
wolt036		
wolt037		
wolt041		
wolt059	Nederland	
wolt060		
wone001		
wood004	Suriname	
word001		
worg001		
work001		
worp001	Nederland	
worp003		
woud007	Nederland	Nederland
woud010	Nederland	
woud011		
woud013		
woud014		
woud020		
woud033		
wout020	Nederland	
wout061		
wtte001	Nederland	Nederland
wtte003	Nederland	Nederland
wumk001	Nederland	Nederland
wurf004		
wuyt009		
wyel001		
wyll002		
wyna002		
wyni001		
xi__001	China	
yeat001		
yeh_001	China	
yesi001	Turkije	
ypes001	Nederland	Nederland
ysab001	België (Wallonië)	België (Wallonië)
zaai001	Nederland	Nederland
zaai002		
zaal001	Nederland	Nederland
zaal002	Nederland	Nederland
zaal011		
zahn003	Tsjechië	
zaji001		
zand006	Nederland	Nederland
zang001	Nederland	Denemarken
zant013		
zapp001		
zeck001	Kroatië	
zeeh001		
zeem005		
zeem007	Nederland	Nederland
zeem008	Nederland	Nederland
zeeu001	Nederland	Nederland
zee_001	Nederland	
zee_009	Nederland	Nederland
zee_010		
zega001	Polen	Polen
zege003	Nederland	Indonesië
zegg001	Nederland	Nederland
zeld002	Nederland	
zeme001		
zepe001	Nederland	Nederland
zern001	Nederland	Nederland
zett002		
zeve006		
zevi001		
zeyd001		
zeyl002	Nederland	Zuid-Afrika
zick001		
zied001		
ziel001	Suriname	Nederland
ziel003	België (Wallonië)	België (Wallonië)
ziel005		
zien001		
zijd001	Nederland	Nederland
zijd004	Indonesië	Nederland
zijl001		
zijl004		Nederland
zijl005	Nederland	Nederland
zijp001	Nederland	Nederland
zikk001	Nederland	Nederland
zilc001	Nederland	Frankrijk
zilv001	Nederland	Nederland
zilv004		
zima001		
zimm002	Indonesië	
zimm005	Nederland	Nederland
zimo001		
ziva001	Servië	
zize001	Slovenië	
zoet007		
zond002	Nederland	Nederland
zond004		
zond005		
zond006		
zond014		
zonn001		
zonn002	Nederland	
zonn003	Nederland	Nederland
zonn004		
zonn006	Nederland	Nederland
zonn007		
zonn010	Nederland	Nederland
zoom001	Nederland	Nederland
zuid001		
zuid004	Nederland	
zuid008		
zurc002	Nederland	Nederland
zutp013		
zutp014		
zuyl031		
zwaa003		
zwaa004	Indonesië	Nederland
zwaa011		
zwaa012		Nederland
zwaa013	Nederland	Nederland
zwaa014		
zwaa025		
zwaa026		
zwag003	Nederland	Nederland
zwan001		
zwan002	Indonesië	
zwan003		
zwar005	Nederland	
zwar012		
zwar013		
