pers_id;achternaam;voornaam;voorvoegsel;omschrijving
aert013;Aerts;Carla;;letterkundige (NIET-neerl.)
aert013;Aerts;Carla;;vertaler
aert016;Aertsz.;H.;;boekdrukker/uitgever
aert017;Aerts;Al. Adr.;;rk-geestelijke/kloosterling
aert018;Aerts;Andreas;;rk-geestelijke/kloosterling
aert018;Aerts;Andreas;;leraar/docent/hoogleraar
aert019;Aerts;Arnold;;rk-geestelijke/kloosterling
aert020;Aerts;Fr.;;musicus/minstreel/jongleur
aert021;Aerts;Jan;;ambachtsman
aert022;Aerts;Martinus;;rk-geestelijke/kloosterling
aert023;Aerts;Norbertus;;rk-geestelijke/kloosterling
aert024;Aerts;Werner;;leraar/docent/hoogleraar
aert025;Aertsen;Johan;;beeldend kunstenaar/illustrator/tekenaar
aert026;Aertsz.;D.;;schilder
aert027;Aertsz.;Pieter;;schilder
aert028;Aertsz.;Ryck;;schilder
aert032;Aertssen;Kristien;;beeldend kunstenaar/illustrator/tekenaar
aert033;Aerts;W.J.;;vertaler
aert033;Aerts;W.J.;;classicus
aert033;Aerts;W.J.;;leraar/docent/hoogleraar
aert050;Aerts;Jasmien;;leraar/docent/hoogleraar
aert051;Aertssen;Marc;;beeldend kunstenaar/illustrator/tekenaar
aes_001;Aes;Maarten;van;herv./geref. predikant/leraar
aexm001;Aexma;Hotzo;;rk-geestelijke/kloosterling
affe003;Afferden;Peter;van;leraar/docent/hoogleraar
affe003;Afferden;Peter;van;classicus
affe004;Affenstein;Wolfgang;von;rk-geestelijke/kloosterling
affn001;Affnay;Arnoldus Henricus;d';rk-geestelijke/kloosterling
agaf001;Agafonow;Alexander;;leraar/docent/hoogleraar
agar001;Agarge;G.;de l';rk-geestelijke/kloosterling
ager001;Agerkop;Terry;;musicus/minstreel/jongleur
agge002;Aggerman;Joh.;;rk-geestelijke/kloosterling
agge005;Agge;Augustijn;;diplomaat
aghi001;Aghina;Josephus Johannes;;medicus/apotheker
aghs001;Aghsain;Abdellatif;;leraar/docent/hoogleraar
aghs001;Aghsain;Abdellatif;;vertaler
agne001;Agnel;L.G.B.;;militair/officier
agni001;Tjung Agnie;Marlon;;beeldend kunstenaar/illustrator/tekenaar
agol001;Agolla;M.;;leraar/docent/hoogleraar
agol001;Agolla;M.;;rk-geestelijke/kloosterling
agot001;Agotha;N.;;herv./geref. predikant/leraar
agri003;Agricola;Carel;;herv./geref. predikant/leraar
agri004;Agricola;Carolus Pietersz.;;herv./geref. predikant/leraar
agri005;Agricola;Franciscus;;rk-geestelijke/kloosterling
agri006;Agricola;Gerardus;;rk-geestelijke/kloosterling
agri007;Agricola;Jacobus Wilhelmi;;herv./geref. predikant/leraar
agri008;Agricola;Johannes;;herv./geref. predikant/leraar
agri009;Agricola;Remb.;;politicus/staatsman/bestuurder
agri010;Agricola;Wolfgang;;herv./geref. predikant/leraar
agri012;Agricola;Carolus;;herv./geref. predikant/leraar
agri013;Agricola;Margriet;;vertaler
agri015;Agricola;Georgius;;medicus/apotheker
agri015;Agricola;Georgius;;natuurwetenschapper
agri016;Agricola;Johannes;;medicus/apotheker
agri017;Agrippa;Henricus Cornelius;;filosoof
agri017;Agrippa;Henricus Cornelius;;medicus/apotheker
agro001;Agron;Pierre;;onderwijzer (basisschool)
agro002;Agron;Antoine Nicolas;;onderwijzer (basisschool)
agt_002;Agt;Frans;van;vertaler
agt_002;Agt;Frans;van;diplomaat
agt_003;Agt;Dries;van;politicus/staatsman/bestuurder
agte006;Agterberg;Cris;;beeldend kunstenaar/illustrator/tekenaar
agui002;Aguilar;Diego;d';diplomaat
agui003;Aguilar;M.R.;;joods geestelijke
agui006;Aguirre;Phara;de;journalist/redacteur
agul001;Agulhon;M.;;historicus/archeoloog
agyl001;Agylaeus;Henricus;;advocaat/jurist
ahl_001;Ahl;Nils;;journalist/redacteur
ahlb001;Ahlbrinck;Willem;;rk-geestelijke/kloosterling
ahlb001;Ahlbrinck;Willem;;zielsverzorger/psychol/ps.ther.
ahlb002;Ahlberg;F.A.;;beeldend kunstenaar/illustrator/tekenaar
ahlb003;Ahlberg;Allan;;onderwijzer (basisschool)
ahlb004;Ahlbom;Jens;;beeldend kunstenaar/illustrator/tekenaar
ahn_001;Ahn-de Jongh;Louise;;beeldend kunstenaar/illustrator/tekenaar
ahon001;Ahonen;Lili M.T.;;leraar/docent/hoogleraar
ahrw001;Ahrweiler;J.;;rk-geestelijke/kloosterling
ahui001;Ahuis;Griete;van;rk-geestelijke/kloosterling
ahui002;Ahuis;Jutte;van;rk-geestelijke/kloosterling
aiaz001;Aiazza;Girolamo;;ambtenaar
aida001;Aidans;Ed.;;beeldend kunstenaar/illustrator/tekenaar
ailf001;Ailfort;F.;van;rk-geestelijke/kloosterling
aill004;Ailly;Arnold Jan;d';politicus/staatsman/bestuurder
ains002;Ainsworth;Thomas;;koopman/zakenman/indust.
ains002;Ainsworth;Thomas;;ambachtsman
aitt001;Aitton;Henricus Arnoldus;;herv./geref. predikant/leraar
aitt001;Aitton;Henricus Arnoldus;;vertaler
aitt002;Aitton;Rijk Otto;;herv./geref. predikant/leraar
aitz001;Aitzema;Lieuwe;van;advocaat/jurist
aitz001;Aitzema;Lieuwe;van;politicus/staatsman/bestuurder
aitz002;Aitzema;Foppe;van;diplomaat
ajo_001;Ajo;;;beeldend kunstenaar/illustrator/tekenaar
akel001;Akelijen;Roger;van;beeldend kunstenaar/illustrator/tekenaar
aken003;Aken;Paul;Van;leraar/docent/hoogleraar
aken004;Aken;Piet;van;journalist/redacteur
aken009;Aken;Adrianus Theodorus;van;onderwijzer (basisschool)
aken009;Aken;Adrianus Theodorus;van;leraar/docent/hoogleraar
aken009;Aken;Adrianus Theodorus;van;natuurwetenschapper
aken010;Aken;Anthonis;van;beeldend kunstenaar/illustrator/tekenaar
aken011;Aken;Arnoldus;van;remonstr. predikant/leraar
aken011;Aken;Arnoldus;van;rk-geestelijke/kloosterling
aken012;Aken;Cornelis Claesz.;van;ambachtsman
aken013;Aken;Ger.;van;herv./geref. predikant/leraar
aken014;Aken;Gerardus Servatius;van;archivaris/bibliothecaris
aken015;Aken;Gillis;van;rk-geestelijke/kloosterling
aken015;Aken;Gillis;van;doopsgezind predikant/leraar
aken016;Aken;Jean;van;beeldend kunstenaar/illustrator/tekenaar
aken016;Aken;Jean;van;schilder
aken017;Aken;Johan Andries;van;doopsgezind predikant/leraar
aken018;Aken;Michaël Willem;van;archivaris/bibliothecaris
aken018;Aken;Michaël Willem;van;magistraat
aken019;Aken;Petrus;van;natuurwetenschapper
aken030;Aken;Hilde;van;leraar/docent/hoogleraar
aker002;Akerlaecken;Maria-Margareta;van;historicus/archeoloog
aker003;Aker;Lambert Klaasz.;;herv./geref. predikant/leraar
aker004;Akerlaken;Dirk;van;advocaat/jurist
aker004;Akerlaken;Dirk;van;politicus/staatsman/bestuurder
aker006;Akerlaken;Pieter;van;politicus/staatsman/bestuurder
aker006;Akerlaken;Pieter;van;advocaat/jurist
aker007;Akersloot;Jacob;;beeldend kunstenaar/illustrator/tekenaar
aker008;Akersloot;L.;;wiskundige
aker009;Akersloot;Outgert Arisz.;;ambachtsman
aker010;Akersloot van Houten;Gerard Hendrik;;militair/officier
aker013;Akersloot;Abraham;;zeevarende
aker015;Akersloot;Theodorus;;herv./geref. predikant/leraar
akke002;Akker;W.J.;van den;leraar/docent/hoogleraar
akke004;Akkerman;Paulus;;ambachtsman
akke008;Akker;Jacobus;op den;herv./geref. predikant/leraar
akke008;Akker;Jacobus;op den;vertaler
akke009;Akker;Joannes Antonius;van den;rk-geestelijke/kloosterling
akke010;Akkersdijk;Jacob;;leraar/docent/hoogleraar
akke010;Akkersdijk;Jacob;;beeldend kunstenaar/illustrator/tekenaar
akke010;Akkersdijk;Jacob;;schilder
akke011;Akkersloot;Adriaan;;zeevarende
akke015;Akkerman;Nadine;;letterkundige (NIET-neerl.)
akke019;Akkerman;K.;;militair/officier
akke026;Akkerman;Philip;;schilder
akke029;Akkeringa;J.;;beeldend kunstenaar/illustrator/tekenaar
akke034;Akkerman;Dinie;;beeldend kunstenaar/illustrator/tekenaar
akke035;Akkerman;Paul;;beeldend kunstenaar/illustrator/tekenaar
akke036;Akker;Tim;op den;beeldend kunstenaar/illustrator/tekenaar
akke037;Akker;Paul;van den;leraar/docent/hoogleraar
akke037;Akker;Paul;van den;kunsthistoricus/kunsthandelaar
aksa002;Aksan;Ali;;beeldend kunstenaar/illustrator/tekenaar
alar001;Amsterdam;Alardus;van;medicus/apotheker
alar002;Alardi;Joan.;;rk-geestelijke/kloosterling
alar003;Alardin;Kasparus;;herv./geref. predikant/leraar
alar007;Alardet;Claude-Louis;;rk-geestelijke/kloosterling
alba001;Albach;Ben;;leraar/docent/hoogleraar
alba003;Albada;Aggaeus;de;advocaat/jurist
alba004;Albada;Bruno Lieuwes;van;onderwijzer (basisschool)
alba005;Albada;H.;van;politicus/staatsman/bestuurder
alba006;Albarda;Binse;;advocaat/jurist
alba006;Albarda;Binse;;politicus/staatsman/bestuurder
alba007;Albarda;Corn.;;politicus/staatsman/bestuurder
alba008;Albarda;Corn.;;advocaat/jurist
alba009;Albarda;Corn.;;advocaat/jurist
alba010;Albarda;Hendr. Joh.;;advocaat/jurist
alba011;Albarda;Henr. Jul.;;ambtenaar
alba012;Albarda;Hor.;;advocaat/jurist
alba013;Albarda;Hor.;;advocaat/jurist
alba014;Albarda;Jan;;ambtenaar
alba015;Albarda;Jan;;advocaat/jurist
alba016;Albarda;Jan;;advocaat/jurist
alba017;Albarda;Jan;;advocaat/jurist
alba018;Albarda;Jan C.C.;;ambtenaar
alba019;Albarda;Joh.;;politicus/staatsman/bestuurder
alba020;Albarda;Joh.;;advocaat/jurist
alba021;Albarda;Joh.;;ambtenaar
alba022;Albarda;Joh. H.;;advocaat/jurist
alba023;Albarda;W.;;advocaat/jurist
alba024;Albarda;W.;;advocaat/jurist
alba027;Albahari;David;;vertaler
alba031;Albach-Tielrooy;Henriette;;vertaler
albe002;Alberdingk Thijm;Catharina;;rk-geestelijke/kloosterling
albe002;Alberdingk Thijm;Catharina;;journalist/redacteur
albe003;Alberdingk Thijm;J.A.;;boekdrukker/uitgever
albe003;Alberdingk Thijm;J.A.;;kunsthistoricus/kunsthandelaar
albe004;Alberdingk Thijm;Paul;;historicus/archeoloog
albe009;Alberts;A.;;ambtenaar
albe009;Alberts;A.;;journalist/redacteur
albe011;Alberts;Johan C.P.;;journalist/redacteur
albe013;Alberthoma;Robertus;;herv./geref. predikant/leraar
albe014;Alberda;Jacob Jansz;;onderwijzer (basisschool)
albe018;Albert;Isidoor Antoon;;onderwijzer (basisschool)
albe024;Albeda;W.;;politicus/staatsman/bestuurder
albe030;Alberda;R.;;magistraat
albe031;Alberda van Ekenstein;O.R.;;advocaat/jurist
albe032;Alberda van Ekenstein;W.;;advocaat/jurist
albe033;Alberda van Ekenstein;W.C.A.;;advocaat/jurist
albe033;Alberda van Ekenstein;W.C.A.;;politicus/staatsman/bestuurder
albe036;Albers;A.B.;;architect/bouwmeester/bouwkundig ingenieur
albe037;Albers;Johan Coenraad;;herv./geref. predikant/leraar
albe040;Alberthoma;Albertus;;herv./geref. predikant/leraar
albe041;Alberthoma;Albertus;;herv./geref. predikant/leraar
albe042;Alberthoma;Engelbertus;;herv./geref. predikant/leraar
albe043;Alberthoma;Petrus;;herv./geref. predikant/leraar
albe044;Alberthoma;Thomas;;herv./geref. predikant/leraar
albe046;Alberti;Ericus Fredericus;;luthers predikant/leraar
albe047;Alberti;Johannes;;leraar/docent/hoogleraar
albe047;Alberti;Johannes;;herv./geref. predikant/leraar
albe047;Alberti;Johannes;;classicus
albe048;Alberti;Joannes Echarius Carolus;;schilder
albe048;Alberti;Joannes Echarius Carolus;;beeldend kunstenaar/illustrator/tekenaar
albe050;Alberts;Gerrit;;schilder
albe053;Albertsz.;Chr.;;zeevarende
albe054;Albertsz.;Jan;;ambachtsman
albe060;Alberts;J.E.;;medicus/apotheker
albe061;Albertine;Zuster Agnes;;rk-geestelijke/kloosterling
albe062;Albers;Daniël Jozef;;theoloog
albe069;Alberdingk Thijm;Elisabeth;;vertaler
albe085;Albert;G.;;arbeider/werkman
albe089;Albert von Brandenburg;;;rk-geestelijke/kloosterling
albe090;Alberga;Robby;;musicus/minstreel/jongleur
albi001;Albinus;Bernard;;leraar/docent/hoogleraar
albi001;Albinus;Bernard;;medicus/apotheker
albi002;Albinus;Bernhard Siegfried;;leraar/docent/hoogleraar
albi002;Albinus;Bernhard Siegfried;;medicus/apotheker
albi003;Albinus;Christiaan Bernard;;leraar/docent/hoogleraar
albi004;Albinus;Frederik Bernard;;medicus/apotheker
albl002;Alblas;Willem;van;politicus/staatsman/bestuurder
albo002;Albon;Antoine;d';rk-geestelijke/kloosterling
albr004;Albregt;Johannes Hermanus;;toneelspeler
albr005;Albregt-Engelman;Wilhelmina Johanna Reiniera;;toneelspeler
alce002;Akersloot;Cornelis;;beeldend kunstenaar/illustrator/tekenaar
alce003;Alcersloot;Th.;;herv./geref. predikant/leraar
alce004;Akersloot;Willem Outgertsz.;;beeldend kunstenaar/illustrator/tekenaar
alce005;Akersloot van Houten;Andries Laurens;;militair/officier
alci001;Alciati;Andrea;;leraar/docent/hoogleraar
alci001;Alciati;Andrea;;advocaat/jurist
alck001;Alckemade;Joannes;van;herv./geref. predikant/leraar
alde002;Aldendorp;Goris;van;doopsgezind predikant/leraar
alde003;Alderkerk;Johannes;;herv./geref. predikant/leraar
alde004;Alderwerelt;A.G.;van;herv./geref. predikant/leraar
alde005;Alderwerelt;A.L.;van;politicus/staatsman/bestuurder
alde006;Alderwerelt;Jean C.;van;ambtenaar
alde007;Alderwerelt;Jean L.;van;politicus/staatsman/bestuurder
alde008;Alderwerelt;Joan C.;van;politicus/staatsman/bestuurder
alde009;Alderwerelt;R.;van;militair/officier
alde010;Alderwerelt;R.;van;advocaat/jurist
alde011;Alderwerelt Houtuyn;M.C.;van;advocaat/jurist
alde011;Alderwerelt Houtuyn;M.C.;van;militair/officier
alde012;Aldewereld;Herman;van;schilder
alde013;Alderlieste;Anneke;;vertaler
alde016;Alden;Cecil;;beeldend kunstenaar/illustrator/tekenaar
alde023;Alden;W.L.;;journalist/redacteur
alde023;Alden;W.L.;;diplomaat
aldr001;Aldrichs;L.;;herv./geref. predikant/leraar
aldr003;Aldridge;Robert;;theoloog
aldr003;Aldridge;Robert;;rk-geestelijke/kloosterling
alec001;Alechinsky;Pierre;;beeldend kunstenaar/illustrator/tekenaar
alei009;Aleida;;;vertaler
alek001;Aleksiëvitsj;Svetlana;;historicus/archeoloog
alem001;Alemans;Abr.;;militair/officier
alen001;Alene;Ludwig;;archivaris/bibliothecaris
alen002;Alen;Petrus;van;rk-geestelijke/kloosterling
alen003;Alendorp;L.;van;ambtenaar
alen004;Alenson;Hans;;doopsgezind predikant/leraar
alen005;Alensoon;Jan;;ambachtsman
alen006;Alen;Jan;van;schilder
alen011;Alenus;Andreas;;doopsgezind predikant/leraar
alen012;Alena;Maria;;rk-geestelijke/kloosterling
alet002;Aletrino;Arnold;;medicus/apotheker
alet002;Aletrino;Arnold;;leraar/docent/hoogleraar
alet003;Aletrino;L.;;journalist/redacteur
alew001;Alewijn;Abraham;;advocaat/jurist
alew001;Alewijn;Abraham;;koopman/zakenman/indust.
alew001;Alewijn;Abraham;;musicus/minstreel/jongleur
alew002;Alewijn;Zacharias Henrik;;advocaat/jurist
alew002;Alewijn;Zacharias Henrik;;politicus/staatsman/bestuurder
alew003;Alewijn;Abraham;;advocaat/jurist
alew003;Alewijn;Abraham;;koopman/zakenman/indust.
alew004;Alewijn;Abraham;;politicus/staatsman/bestuurder
alew005;Alewijn;Cornelis;;architect/bouwmeester/bouwkundig ingenieur
alew006;Alewijn;Dirk;;koopman/zakenman/indust.
alew007;Alewijn;Dirk;;politicus/staatsman/bestuurder
alew008;Alewijn;Dirk;;schilder
alew009;Alewijn;Frederik;;politicus/staatsman/bestuurder
alew010;Alewijn;Frederick;;politicus/staatsman/bestuurder
alew011;Alewijn;Jacob Dirksz.;;koopman/zakenman/indust.
alew012;Alewijn;Martinus;;politicus/staatsman/bestuurder
alew013;Alewijn;Matthaeus;;politicus/staatsman/bestuurder
alew014;Alewijn;Willem;;schilder
alew014;Alewijn;Willem;;ambtenaar
alew014;Alewijn;Willem;;zeevarende
alew014;Alewijn;Willem;;militair/officier
alew015;Alewijn;Pieter Opperdoes;;politicus/staatsman/bestuurder
alew016;Alewijn;François;van;politicus/staatsman/bestuurder
alew017;Alewijnsz.;Hendrick;;ambachtsman
alew017;Alewijnsz.;Hendrick;;doopsgezind predikant/leraar
alew019;Alewijn;Jacob;;ambtenaar
alex004;Oranje-Nassau;Alexander;van;politicus/staatsman/bestuurder
alex005;Oranje-Nassau;Alexander;van;politicus/staatsman/bestuurder
alex005;Oranje-Nassau;Alexander;van;militair/officier
alex006;Alexander;Frederik Sigmund;;medicus/apotheker
alex008;Alexander;Lloyd;;vertaler
alex011;Alexander;Lewis;;toneelspeler
alex015;Alexander;Eric;;toneelspeler
alfe004;Alfen;H.;van;leraar/docent/hoogleraar
alff001;Alff;P.;van;beeldend kunstenaar/illustrator/tekenaar
alfi001;Alfijn;W.;van;rk-geestelijke/kloosterling
alfo004;Alföldy;Mari;;vertaler
alfo006;Alföldi;Erzsó;;vertaler
alga001;Al Galidi;Rodaan;;architect/bouwmeester/bouwkundig ingenieur
alga002;Algar;J.C.;;leraar/docent/hoogleraar
algr001;Algra;H.;;politicus/staatsman/bestuurder
algr008;Algra;Margreet;;journalist/redacteur
ali_001;Ali Cohen;L.;;advocaat/jurist
ali_002;Cohen;Levy Ali;;medicus/apotheker
alic001;Alic´;Senad;;beeldend kunstenaar/illustrator/tekenaar
alig001;Aligre II;Etienne;d';politicus/staatsman/bestuurder
alig002;Aliger;Margarita;;journalist/redacteur
alik001;Liacouras;Aliki;;beeldend kunstenaar/illustrator/tekenaar
alin001;Alinei;M.L.;;leraar/docent/hoogleraar
alin004;Alingh;W.R.;;advocaat/jurist
alin005;Alings;Arnoldus Wilhelm;;leraar/docent/hoogleraar
alin006;Alindo;Adri;;beeldend kunstenaar/illustrator/tekenaar
alke004;Alkemade;Henr.;van;rk-geestelijke/kloosterling
alke005;Alkemade;Joan.;van;rk-geestelijke/kloosterling
alke006;Alkemade;Martinus;van;rk-geestelijke/kloosterling
alke006;Alkemade;Martinus;van;politicus/staatsman/bestuurder
alke007;Alkemade;Theod.;van;rk-geestelijke/kloosterling
alke008;Alkemade;Wouter;van;rk-geestelijke/kloosterling
alke009;Alkens;Johan Martin;;schilder
alla003;Allaeys;Hilaire;;medicus/apotheker
alla005;Allard;H.J.;;rk-geestelijke/kloosterling
alla008;Allan;Francis;;onderwijzer (basisschool)
alla009;Allard;Abraham;;ambachtsman
alla009;Allard;Abraham;;beeldend kunstenaar/illustrator/tekenaar
alla010;Allain;Thierry;;historicus/archeoloog
alla011;Allamand;Jean Nicolas Sébastien;;onderwijzer (basisschool)
alla011;Allamand;Jean Nicolas Sébastien;;leraar/docent/hoogleraar
alla011;Allamand;Jean Nicolas Sébastien;;natuurwetenschapper
alla011;Allamand;Jean Nicolas Sébastien;;vertaler
alla012;Allamont;Eugenius Albertus;d';rk-geestelijke/kloosterling
alla013;Allard;Carel;;ambachtsman
alla013;Allard;Carel;;beeldend kunstenaar/illustrator/tekenaar
alla013;Allard;Carel;;boekdrukker/uitgever
alla014;Allard;Hugo;;beeldend kunstenaar/illustrator/tekenaar
alla015;Allardi;Chr.;;leraar/docent/hoogleraar
alla015;Allardi;Chr.;;medicus/apotheker
alla016;Allastius;Johannes;;herv./geref. predikant/leraar
alla026;Allaeys;Lodewijk Ben;;onderwijzer (basisschool)
alla028;Allaude;Eustachius;;rk-geestelijke/kloosterling
alla029;Allard;Elisabeth M.A.A.J.;;leraar/docent/hoogleraar
alla030;Allard;R.;;rk-geestelijke/kloosterling
alle003;Allebé;Gerardus Arnoldus Nicolaus;;medicus/apotheker
alle006;Allebé;August;;schilder
alle007;Alleaume;Jacques;;wiskundige
alle008;Aller;W.;van;advocaat/jurist
alle008;Aller;W.;van;vertaler
alle009;Allertsz.;A.;;militair/officier
alle010;Alles;Derk;;politicus/staatsman/bestuurder
alle016;Alleene;Carlos;;journalist/redacteur
alle019;Allewaert;Evarist;;ambtenaar
alle020;Alleweirelt;Joseph;;medicus/apotheker
alle021;Alleynes;Gustaaf;van;advocaat/jurist
alle023;Alleman;Gregorius;;rk-geestelijke/kloosterling
alle024;Alleweireldt;Petrus;;koopman/zakenman/indust.
alle026;Allen;J.E.;;beeldend kunstenaar/illustrator/tekenaar
alle028;Allegaert;Emiel;;leraar/docent/hoogleraar
alle029;Allemeersch;Adolf;;onderwijzer (basisschool)
alle029;Allemeersch;Adolf;;toneelspeler
alle037;Allertszoon;Jan;;ambtenaar
alli001;Allinga;Petrus;;herv./geref. predikant/leraar
allo001;Allossery;Paul;;rk-geestelijke/kloosterling
allo003;Alloing;Jan Remy;;onderwijzer (basisschool)
allo005;Alloing;A.;;beeldend kunstenaar/illustrator/tekenaar
alma001;Alma Tadema;Laurens;;boekhandelaar
alma002;Alma;Petrus;;beeldend kunstenaar/illustrator/tekenaar
alma003;Alma;Dirk;;advocaat/jurist
alma003;Alma;Dirk;;politicus/staatsman/bestuurder
alma004;Alma;Herm.;;advocaat/jurist
alma005;Alma;Nik.;;herv./geref. predikant/leraar
alma006;Alma;Dominic. ab;;rk-geestelijke/kloosterling
alma007;Alma;Eilard. ab;;rk-geestelijke/kloosterling
alma008;Alma;Franc. ab;;rk-geestelijke/kloosterling
alma011;Alma;A.;;vertaler
alma013;Almarcegui;Lara;;fotograaf
alme002;Almeloveen;Theodoor Jansson;van;medicus/apotheker
alme004;Almeloveen;Jan;van;beeldend kunstenaar/illustrator/tekenaar
alme006;Almering;J.H.J.;;wiskundige
almo001;Almonde;Adr.;van;ambtenaar
almo002;Almonde;Dan.;van;vertaler
almo004;Almonde;Joh.;van;medicus/apotheker
almo004;Almonde;Joh.;van;politicus/staatsman/bestuurder
almo005;Almonde;Phil.;van;zeevarende
almo005;Almonde;Phil.;van;militair/officier
almo006;Almonde;Pieter;van;medicus/apotheker
almo006;Almonde;Pieter;van;politicus/staatsman/bestuurder
almo008;Almond;David;;onderwijzer (basisschool)
almo008;Almond;David;;journalist/redacteur
almo010;Almor;Ya'akov;;vertaler
aloe001;Aloewanai;S.;;beeldend kunstenaar/illustrator/tekenaar
alof001;Alofs;Mauritz;;militair/officier
alof002;Aloffs;Ceslaus Joannes;;leraar/docent/hoogleraar
alof002;Aloffs;Ceslaus Joannes;;politicus/staatsman/bestuurder
alof003;Alofs;Johannes;;rk-geestelijke/kloosterling
alof003;Alofs;Johannes;;leraar/docent/hoogleraar
alon001;Alonso;Juan Ramón;;beeldend kunstenaar/illustrator/tekenaar
alos001;Alostanus;Petrus;;leraar/docent/hoogleraar
alos001;Alostanus;Petrus;;politicus/staatsman/bestuurder
alpa001;Alpaerts;Flor;;musicus/minstreel/jongleur
alpe001;Alpers;Paul;;letterkundige (NIET-neerl.)
alpe002;Alpers;Svetlana;;journalist/redacteur
alpe002;Alpers;Svetlana;;leraar/docent/hoogleraar
alpe002;Alpers;Svetlana;;historicus/archeoloog
alph002;Alphen;Hieronymus;van;ambtenaar
alph002;Alphen;Hieronymus;van;advocaat/jurist
alph006;Alphen;Hieronymus Simonsz.;van;herv./geref. predikant/leraar
alph006;Alphen;Hieronymus Simonsz.;van;leraar/docent/hoogleraar
